address_id,customer_id,address_line,city,state,postal_code,country,address_type
1679,1237,"548, Jhaveri Circle",Pallavaram,Assam,149679,India,Other
1680,1238,"H.No. 63, Sachdev Circle",Anantapuram,Sikkim,203172,India,Home
1681,1238,"52
Dhar Circle",Singrauli,Nagaland,492724,India,Home
1682,1239,"H.No. 020, Raman Circle",Chandigarh,Jharkhand,051908,India,Home
1683,1240,"H.No. 32
Contractor Chowk",Panihati,Telangana,335636,India,Home
1684,1241,"H.No. 100, Ben Nagar",Amritsar,Nagaland,810480,India,Home
1685,1242,"35/41, Gole Path",Berhampur,Arunachal Pradesh,376613,India,Home
1686,1242,"28
Vala Nagar",Kolhapur,Chhattisgarh,815947,India,Home
1687,1243,"05
Borah Ganj",Vadodara,Kerala,309673,India,Office
1688,1243,"84/21
Dash Circle",Kolhapur,Sikkim,937650,India,Office
1689,1244,"76, Chaudhari Chowk",Nangloi Jat,Madhya Pradesh,883636,India,Home
1690,1245,"H.No. 162
Ratti Chowk",Guntakal,Goa,666788,India,Office
1691,1246,"37/61, Nair Marg",Gaya,Nagaland,749935,India,Office
1692,1246,"559, Srinivasan Chowk",Saharanpur,Maharashtra,976408,India,Office
1693,1247,"58/05, Bora Nagar",Amravati,Tripura,165789,India,Home
1694,1247,"12/95, Panchal Marg",Deoghar,Nagaland,114860,India,Office
1695,1247,"50/092, Madan Road",Nagaon,Manipur,570302,India,Home
1696,1248,"H.No. 112, Arya Path",Guna,Madhya Pradesh,742906,India,Home
1697,1249,"223
Reddy Ganj",Kochi,Rajasthan,620073,India,Home
1698,1250,"426, Dewan Marg",Chapra,Manipur,374057,India,Office
1699,1250,"44/695, Tandon Marg",Dhanbad,Telangana,873544,India,Other
1700,1251,"451
Rai Road",Jamalpur,Nagaland,583483,India,Home
1701,1252,"35/86
Saha Street",Thrissur,Maharashtra,485320,India,Home
1702,1252,"58
Agrawal Chowk",Latur,Goa,983443,India,Office
1703,1252,"58/05
Mody Nagar",Allahabad,Kerala,928467,India,Office
1704,1253,"00/734, Hayre Street",Bhind,Manipur,729545,India,Home
1705,1254,"801, Devi Marg",Karaikudi,Kerala,502045,India,Home
1706,1255,"28/143, Karan Path",Kolhapur,Manipur,337953,India,Home
1707,1256,"11/235, Balakrishnan",Rourkela,Madhya Pradesh,274286,India,Office
1708,1256,"510
Patla Circle",Rajahmundry,Mizoram,855451,India,Office
1709,1257,"60/919
Naik Ganj",Vijayawada,Meghalaya,555370,India,Other
1710,1258,"728
Sagar Zila",Kollam,Haryana,461215,India,Home
1711,1258,"H.No. 62
Kurian Marg",Malegaon,Tripura,084818,India,Home
1712,1258,"20
Bhargava",Aurangabad,Haryana,963039,India,Office
1713,1259,"H.No. 670
Nayak Road",Ozhukarai,Telangana,267312,India,Home
1714,1259,"H.No. 38, Wali Circle",Aizawl,Mizoram,142025,India,Home
1715,1259,"45, Dhillon Nagar",Patiala,Bihar,427557,India,Office
1716,1260,"29
Bhatt",Bathinda,Jharkhand,443183,India,Home
1717,1261,"695
Chad Ganj",Sangli-Miraj & Kupwad,Sikkim,711506,India,Other
1718,1262,"91/792, Nori Marg",Bidhannagar,Gujarat,816291,India,Office
1719,1263,"87/392, Chaudhari Street",Sikar,Odisha,573767,India,Home
1720,1264,"H.No. 529, Seth Circle",Mumbai,Manipur,599153,India,Office
1721,1265,"H.No. 45, Anne Nagar",Chennai,Chhattisgarh,838789,India,Home
1722,1266,"450, Mutti Street",Bidhannagar,Tripura,030409,India,Home
1723,1267,"H.No. 67, Mishra Path",Jorhat,Tamil Nadu,368810,India,Home
1724,1268,"827, Bora Street",Satara,Bihar,346018,India,Home
1725,1269,"201
Wason Ganj",Mirzapur,Uttar Pradesh,208316,India,Other
1726,1269,"63/603, Chadha Circle",Sambalpur,Telangana,907894,India,Office
1727,1270,"72
Basak Nagar",Raichur,Chhattisgarh,410707,India,Home
1728,1271,"34, Patla Circle",Katihar,Uttarakhand,123708,India,Home
1729,1272,"H.No. 191
Lanka",Mirzapur,Himachal Pradesh,697296,India,Office
1730,1273,"H.No. 61
Grewal",Haldia,Meghalaya,377188,India,Home
1731,1274,"639
Rattan Path",Guntur,Telangana,678305,India,Home
1732,1275,"37
Hayre Zila",Baranagar,Uttarakhand,223461,India,Home
1733,1275,"H.No. 66
Talwar Street",Kurnool,Telangana,041176,India,Home
1734,1276,"42/152, Vaidya Road",Gorakhpur,Punjab,863647,India,Home
1735,1276,"H.No. 65, Yohannan Marg",Guntakal,Mizoram,036883,India,Home
1736,1276,"H.No. 483, Kari Chowk",Ambattur,Tamil Nadu,592291,India,Home
1737,1277,"06, Kapoor Path",Rajkot,Arunachal Pradesh,062911,India,Home
1738,1277,"282
Srinivasan Road",Kadapa,Gujarat,181796,India,Office
1739,1278,"57, Verma Circle",Gangtok,Meghalaya,997990,India,Home
1740,1279,"217
Choudhry Zila",Bongaigaon,West Bengal,565818,India,Home
1741,1280,"H.No. 617, Munshi Ganj",Latur,Bihar,312975,India,Office
1742,1281,"26
Sahota Zila",Narasaraopet,Maharashtra,788119,India,Office
1743,1282,"99/90, Wali Marg",Nashik,Bihar,071675,India,Home
1744,1283,"21/633, Dara Marg",Solapur,Meghalaya,490049,India,Home
1745,1284,"729, Merchant Path",Hazaribagh,Tripura,835639,India,Home
1746,1285,"743, Dube",Pondicherry,Tripura,174192,India,Home
1747,1285,"14/76
Cherian Street",Maheshtala,Madhya Pradesh,186399,India,Home
1748,1286,"H.No. 41
Krishnamurthy Ganj",Muzaffarpur,Bihar,630930,India,Home
1749,1287,"68/59
Sangha Nagar",Mirzapur,Uttar Pradesh,240899,India,Office
1750,1288,"17/735, Sahota Zila",Danapur,Assam,339736,India,Home
1751,1289,"H.No. 721
Kara Chowk",Hyderabad,Tamil Nadu,422241,India,Home
1752,1290,"H.No. 632, Saraf Ganj",Aizawl,Andhra Pradesh,814442,India,Home
1753,1291,"42/02
Konda Road",Chennai,Tamil Nadu,765118,India,Home
1754,1292,"15/640
Mane",Tirupati,Meghalaya,398913,India,Home
1755,1293,"H.No. 542
Nair Road",Pimpri-Chinchwad,Mizoram,611035,India,Office
1756,1294,"H.No. 94
Gill Street",Akola,Haryana,666969,India,Home
1757,1295,"953, Yogi Ganj",Tiruchirappalli,Odisha,118390,India,Home
1758,1296,"H.No. 24, Menon Street",Burhanpur,Maharashtra,834633,India,Home
1759,1297,"88/933
Joshi Road",Uluberia,Bihar,694086,India,Office
1760,1298,"H.No. 24
Goda Ganj",Udupi,Chhattisgarh,507435,India,Home
1761,1299,"52/88, Prakash",Nangloi Jat,Uttarakhand,396964,India,Home
1762,1300,"591
Ravel Chowk",Varanasi,Himachal Pradesh,188300,India,Home
1763,1301,"H.No. 28
Shah Circle",Panipat,Jharkhand,686679,India,Office
1764,1302,"06
Shankar Zila",Bhiwani,Odisha,149711,India,Home
1765,1303,"847, Nayar Zila",Nangloi Jat,Uttarakhand,665051,India,Home
1766,1304,"H.No. 167
Lal Road",Kurnool,Jharkhand,596985,India,Home
1767,1304,"H.No. 50, Rege Path",Gangtok,Uttar Pradesh,754024,India,Home
1768,1304,"61/78, Ganesh",Amroha,Bihar,025038,India,Office
1769,1305,"76/264
Bora Circle",Kulti,Mizoram,936806,India,Home
1770,1305,"H.No. 85, Bahl Ganj",Lucknow,Tripura,278969,India,Home
1771,1306,"H.No. 930
Thakur Road",Siliguri,West Bengal,758670,India,Home
1772,1306,"56, Behl Street",Bhusawal,Gujarat,443946,India,Office
1773,1307,"33/181
Hayre Street",Uluberia,Manipur,170731,India,Home
1774,1308,"H.No. 45
Shenoy Chowk",Malegaon,Sikkim,263678,India,Home
1775,1308,"08/989
Tandon Chowk",Shimla,Tripura,944348,India,Home
1776,1309,"953
Sharaf Chowk",Bhopal,Tripura,767687,India,Office
1777,1309,"H.No. 420
Sama Chowk",Raichur,Assam,975341,India,Home
1778,1310,"H.No. 73, Bhargava Ganj",Patna,Rajasthan,940656,India,Home
1779,1311,"82/344
Konda Path",Bhusawal,Kerala,523266,India,Home
1780,1311,"00/470, Brar",Allahabad,Telangana,495611,India,Other
1781,1312,"H.No. 11
Chaudry Circle",Ambala,Gujarat,466144,India,Office
1782,1312,"61
Rege Circle",Mumbai,Himachal Pradesh,966682,India,Home
1783,1312,"52/565, Prasad",Hajipur,Rajasthan,423302,India,Home
1784,1313,"64, Mutti Nagar",Ongole,Sikkim,986221,India,Home
1785,1313,"H.No. 513
Wali Zila",Gandhinagar,Arunachal Pradesh,747338,India,Other
1786,1313,"H.No. 78, Ganesh Path",Sirsa,Jharkhand,203594,India,Home
1787,1314,"H.No. 023
Srivastava Circle",Raurkela Industrial Township,Assam,647741,India,Home
1788,1314,"H.No. 351, Guha Circle",Ajmer,Kerala,346581,India,Office
1789,1315,"988
Ganesh Path",Unnao,Nagaland,599098,India,Home
1790,1315,"12/865
Venkataraman Path",Gandhinagar,Manipur,923831,India,Home
1791,1316,"H.No. 89, Barman Zila",Thiruvananthapuram,Nagaland,463429,India,Home
1792,1317,"H.No. 21, Pingle",New Delhi,Tripura,912185,India,Home
1793,1318,"34, Chahal Zila",Rewa,Assam,315553,India,Office
1794,1318,"H.No. 530, Bhargava Ganj",Sagar,Andhra Pradesh,781109,India,Home
1795,1319,"H.No. 98
Munshi Road",Sirsa,Maharashtra,345418,India,Home
1796,1320,"91/26, Loke",Jamnagar,Arunachal Pradesh,419106,India,Home
1797,1321,"66/910, Vyas Nagar",Kozhikode,Sikkim,216826,India,Office
1798,1322,"175, Garde Marg",Tadipatri,Odisha,208347,India,Office
1799,1322,"00/593, Pandey Street",Bikaner,Tripura,870322,India,Home
1800,1323,"H.No. 748, Tak Path",Rohtak,Uttar Pradesh,871295,India,Home
1801,1324,"H.No. 52, Narula Nagar",Siliguri,Rajasthan,060480,India,Home
1802,1325,"406, Mital Path",Firozabad,Manipur,950904,India,Home
1803,1326,"89/856, Lad Marg",Vadodara,Bihar,556238,India,Home
1804,1327,"88/76
Sandal Path",Srinagar,Gujarat,062290,India,Home
1805,1328,"H.No. 386, Mammen Nagar",Giridih,Himachal Pradesh,199038,India,Home
1806,1329,"514, Naidu Circle",Karaikudi,Goa,419147,India,Home
1807,1330,"H.No. 34, Dave Chowk",Giridih,Kerala,673095,India,Home
1808,1330,"670, Kumer Circle",Dehri,Telangana,562925,India,Home
1809,1331,"828, Choudhry Nagar",Jamnagar,Haryana,306885,India,Office
1810,1331,"46/76
Thakkar Chowk",Phagwara,Madhya Pradesh,583744,India,Office
1811,1332,"75/21
Parikh Ganj",Jodhpur,Meghalaya,559289,India,Office
1812,1333,"H.No. 87
Chahal Road",Jalna,Mizoram,267511,India,Home
1813,1334,"45
Loyal Ganj",Raurkela Industrial Township,Uttar Pradesh,156419,India,Home
1814,1335,"89
Khanna Marg",Dhanbad,Odisha,582016,India,Office
1815,1336,"H.No. 159, Dubey Chowk",Parbhani,Chhattisgarh,848349,India,Other
1816,1337,"66, Bava Circle",Junagadh,Rajasthan,180403,India,Office
1817,1338,"H.No. 80, Nath Zila",Bahraich,Telangana,586671,India,Home
1818,1339,"H.No. 44
Babu Marg",Sambalpur,Odisha,609674,India,Home
1819,1340,"27/205
Rana Ganj",Chapra,Assam,928567,India,Office
1820,1341,"50/21, Nagi Path",Proddatur,Haryana,775582,India,Office
1821,1341,"626, Kalla Road",Sikar,Meghalaya,460789,India,Office
1822,1342,"51, Chaudhry",Sirsa,Meghalaya,512944,India,Home
1823,1342,"H.No. 92, Jha Path",Haldia,Himachal Pradesh,838597,India,Home
1824,1343,"76
Raghavan Path",Ballia,Arunachal Pradesh,055494,India,Home
1825,1344,"43/687, Chaudry Chowk",Bulandshahr,Uttar Pradesh,209490,India,Office
1826,1345,"34
Pal Zila",Karimnagar,Odisha,710011,India,Home
1827,1345,"47/734
Lall",Madurai,Uttarakhand,872255,India,Home
1828,1346,"56/41
Oommen Ganj",Morbi,Jharkhand,685573,India,Office
1829,1346,"328
Pradhan Path",Suryapet,Andhra Pradesh,794758,India,Home
1830,1347,"66/028, Dalal Road",Bulandshahr,Goa,347040,India,Office
1831,1348,"H.No. 469
Char Chowk",Kumbakonam,Sikkim,341855,India,Home
1832,1348,"H.No. 837
Pradhan Road",Vadodara,Bihar,039610,India,Office
1833,1349,"59, Baral Nagar",Bahraich,Telangana,679490,India,Home
1834,1350,"69/28
Murthy Path",Sikar,Tamil Nadu,159389,India,Home
1835,1351,"63
Hora Path",Morbi,Haryana,589607,India,Home
1836,1352,"22, Yohannan Circle",Gopalpur,Tripura,335139,India,Office
1837,1353,"H.No. 430, Sidhu",Dehradun,Meghalaya,936635,India,Home
1838,1354,"96/714
Bains Circle",Hyderabad,Sikkim,735658,India,Office
1839,1355,"08, Oommen Street",Vijayanagaram,Haryana,941288,India,Home
1840,1355,"91
Date Zila",Thiruvananthapuram,Uttar Pradesh,142526,India,Home
1841,1356,"H.No. 978, Din",Tadipatri,West Bengal,657446,India,Home
1842,1357,"32/554
Bose Road",Saharsa,Bihar,136738,India,Other
1843,1358,"52/038, Chaudhry Circle",Raiganj,Uttarakhand,841847,India,Home
1844,1358,"H.No. 62, Bala Street",Bhilwara,Sikkim,335401,India,Home
1845,1359,"728, Ramachandran Ganj",Thiruvananthapuram,Andhra Pradesh,647709,India,Home
1846,1360,"76, Khalsa Zila",Burhanpur,Chhattisgarh,076716,India,Office
1847,1361,"H.No. 720, Viswanathan Road",Kishanganj,Arunachal Pradesh,186930,India,Home
1848,1361,"26/456, Sanghvi Road",Bihar Sharif,Bihar,605390,India,Office
1849,1362,"H.No. 90
Sur",Berhampur,Jharkhand,519701,India,Home
1850,1363,"58/913, Dhar Marg",Madhyamgram,Andhra Pradesh,421531,India,Home
1851,1364,"62/526, Dey Nagar",Gorakhpur,Maharashtra,887548,India,Home
1852,1364,"933, Kashyap Path",Nellore,Sikkim,065735,India,Other
1853,1365,"45, Purohit Road",Hapur,Bihar,214012,India,Home
1854,1366,"195, Varghese Path",Buxar,Odisha,359717,India,Home
1855,1367,"H.No. 703
Pai Nagar",Orai,Manipur,941246,India,Home
1856,1368,"H.No. 16, Zachariah Road",Miryalaguda,Odisha,337684,India,Office
1857,1369,"76/77, Bhat Marg",Munger,Himachal Pradesh,459731,India,Home
1858,1370,"033
Lalla Street",Bidhannagar,Karnataka,451048,India,Home
1859,1371,"09/47
Dada Ganj",Hapur,Madhya Pradesh,542707,India,Home
1860,1371,"47/61
Chokshi Zila",Karawal Nagar,Odisha,647545,India,Home
1861,1372,"H.No. 72
Shah Circle",Rourkela,Madhya Pradesh,485403,India,Home
1862,1373,"84/68, Saha Path",Raebareli,Madhya Pradesh,613826,India,Home
1863,1374,"H.No. 977
Sarna Chowk",Bhind,Arunachal Pradesh,996263,India,Home
1864,1374,"92
Boase Chowk",Pimpri-Chinchwad,Manipur,512896,India,Office
1865,1374,"068, Mani Street",Ujjain,Haryana,302399,India,Home
1866,1375,"H.No. 46, Rattan Nagar",Burhanpur,Odisha,306952,India,Office
1867,1375,"H.No. 78, Naidu Marg",Khora ,Jharkhand,285370,India,Home
1868,1376,"44, Nayar Circle",Katihar,Meghalaya,311980,India,Office
1869,1377,"554
Wagle Street",North Dumdum,Haryana,642550,India,Office
1870,1377,"68/87
Ranganathan Circle",Bokaro,Arunachal Pradesh,922131,India,Office
1871,1378,"H.No. 195
Rattan Circle",Dhule,Odisha,879872,India,Home
1872,1379,"142
Pathak Road",Malegaon,Odisha,796441,India,Home
1873,1380,"H.No. 332
Toor Circle",Chittoor,Andhra Pradesh,510287,India,Other
1874,1381,"H.No. 12
Din Nagar",Delhi,Assam,545416,India,Home
1875,1382,"79/21
Luthra Nagar",Vijayanagaram,Chhattisgarh,501526,India,Home
1876,1383,"H.No. 42
Karpe Nagar",Pimpri-Chinchwad,Meghalaya,483309,India,Home
1877,1383,"72/38
Rao Ganj",Purnia,Arunachal Pradesh,457923,India,Home
1878,1384,"71, Wali Road",Orai,Tamil Nadu,970150,India,Home
1879,1384,"67/97, Bala Street",Etawah,Assam,018285,India,Home
1880,1385,"329, Aggarwal Chowk",Ramgarh,Rajasthan,795829,India,Office
1881,1385,"H.No. 85, Dash Path",Haldia,Uttarakhand,971492,India,Home
1882,1386,"57, Choudhry Road",South Dumdum,Jharkhand,396262,India,Office
1883,1387,"18/83
Gokhale Zila",Ramgarh,Uttar Pradesh,736772,India,Office
1884,1387,"H.No. 34
Oommen Ganj",Surendranagar Dudhrej,Mizoram,296571,India,Home
1885,1388,"43
Bassi Circle",Srikakulam,Odisha,348042,India,Home
1886,1389,"96
Balasubramanian Nagar",Tezpur,Jharkhand,916573,India,Office
1887,1390,"24
Ravi Street",Durgapur,Chhattisgarh,492036,India,Home
1888,1390,"H.No. 914, Chaudhry Nagar",Siliguri,Manipur,117226,India,Home
1889,1391,"H.No. 475
Arya Marg",Amritsar,Mizoram,293359,India,Home
1890,1392,"42
Yohannan Street",North Dumdum,Punjab,677153,India,Home
1891,1393,"262, Shroff Road",Sambhal,Karnataka,032990,India,Office
1892,1394,"06/476, Muni Zila",Ulhasnagar,Manipur,355404,India,Home
1893,1395,"31/697, Dhawan",Bhiwani,Manipur,493934,India,Office
1894,1396,"96/904, Kala Path",Sri Ganganagar,Goa,835733,India,Office
1895,1397,"307, Malhotra Ganj",Kulti,Rajasthan,023641,India,Office
1896,1398,"474, Yohannan Nagar",Jhansi,Tamil Nadu,203350,India,Office
1897,1399,"H.No. 602
Deo Ganj",Jalandhar,Uttarakhand,715558,India,Office
1898,1400,"H.No. 940
Doshi Road",Dewas,Karnataka,411992,India,Home
1899,1401,"H.No. 12
Kaul Path",Shivpuri,Tripura,913505,India,Office
1900,1402,"49/419, Choudhary Chowk",Mehsana,West Bengal,571663,India,Home
1901,1403,"24/63, Sani Nagar",Bulandshahr,Chhattisgarh,856352,India,Home
1902,1404,"H.No. 761, Barman Path",Jamnagar,Arunachal Pradesh,986856,India,Home
1903,1404,"14
Kale Ganj",Nagpur,Mizoram,901014,India,Home
1904,1405,"10/392
Varghese Chowk",Siwan,Punjab,046163,India,Office
1905,1405,"87, Pandey Circle",Dehri,Uttarakhand,690509,India,Home
1906,1406,"H.No. 68
Dyal Circle",Nangloi Jat,Goa,072720,India,Home
1907,1407,"47/237, Pandey Ganj",Ichalkaranji,Andhra Pradesh,830830,India,Home
1908,1408,"78/99
Prabhu",Rohtak,Kerala,983671,India,Office
1909,1409,"74
Banik",Nadiad,Mizoram,751857,India,Office
1910,1410,"H.No. 645, Bath Marg",Narasaraopet,Uttar Pradesh,634318,India,Office
1911,1411,"73/920, Desai Nagar",Dehri,Uttarakhand,653377,India,Home
1912,1412,"031
Tandon Marg",Moradabad,Odisha,615487,India,Home
1913,1413,"H.No. 124, Devi Nagar",Ramagundam,Karnataka,005490,India,Home
1914,1413,"99/839, Ratti Chowk",Patiala,Mizoram,246163,India,Home
1915,1413,"438, Bhargava Ganj",Ludhiana,Odisha,435294,India,Home
1916,1414,"H.No. 741, Sachar Chowk",Gopalpur,Maharashtra,289735,India,Home
1917,1415,"96/22, Dubey Path",Khammam,Rajasthan,002230,India,Office
1918,1416,"405, Sidhu Marg",Kota,Goa,158904,India,Home
1919,1417,"28/05, Sachar Zila",Chinsurah,Arunachal Pradesh,239278,India,Home
1920,1418,"H.No. 79
Raj Nagar",Erode,Assam,276958,India,Home
1921,1419,"H.No. 42
Dhillon Nagar",Rampur,Tamil Nadu,488631,India,Home
1922,1420,"37, Mital Zila",Kalyan-Dombivli,Haryana,180266,India,Home
1923,1421,"H.No. 19, Rege Ganj",Yamunanagar,Assam,471891,India,Home
1924,1421,"92/56, Dhar",Shivpuri,Maharashtra,410341,India,Home
1925,1422,"H.No. 318
Choudhry Zila",Bijapur,Andhra Pradesh,132517,India,Home
1926,1422,"H.No. 47, Thakkar Nagar",Vijayanagaram,Andhra Pradesh,067148,India,Home
1927,1423,"31/03
Lala Zila",Pali,Himachal Pradesh,722757,India,Other
1928,1423,"H.No. 740
Kala Ganj",Bilaspur,Himachal Pradesh,093391,India,Home
1929,1424,"94, Grewal Zila",Dewas,Assam,603267,India,Home
1930,1424,"180
Suresh Path",New Delhi,Assam,108965,India,Home
1931,1425,"12
Kara Path",Agra,Madhya Pradesh,004748,India,Office
1932,1425,"94
Radhakrishnan Circle",Danapur,Himachal Pradesh,703610,India,Home
1933,1426,"70, Saxena Zila",Korba,Rajasthan,594933,India,Home
1934,1427,"81, Borah Zila",Aligarh,Odisha,004902,India,Home
1935,1428,"H.No. 44, Parikh Zila",Guntakal,Maharashtra,433384,India,Home
1936,1429,"55/239
Srinivasan Zila",Rajpur Sonarpur,Telangana,530049,India,Home
1937,1430,"65, Raju Ganj",Srikakulam,Meghalaya,317394,India,Office
1938,1431,"24/872
Palla Ganj",Ozhukarai,Sikkim,927687,India,Home
1939,1432,"H.No. 13, Iyer Road",Ongole,Punjab,706055,India,Other
1940,1433,"35, Dass Chowk",Bhilai,Madhya Pradesh,506989,India,Home
1941,1434,"H.No. 46, Rattan Road",Guntakal,Nagaland,014557,India,Home
1942,1435,"934, Soman Street",Panvel,Madhya Pradesh,925529,India,Home
1943,1436,"H.No. 09, Ramachandran Street",Chennai,Arunachal Pradesh,101561,India,Home
1944,1437,"H.No. 973
Kuruvilla Circle",Kottayam,Assam,130088,India,Home
1945,1438,"38/469, Behl",Morena,Chhattisgarh,310448,India,Home
1946,1439,"73, Patil Marg",Gurgaon,Assam,218822,India,Home
1947,1440,"31, Rao Circle",Bhilai,Meghalaya,130236,India,Home
1948,1441,"H.No. 693
Toor Marg",Ratlam,Rajasthan,676403,India,Office
1949,1442,"919, Gola Ganj",Kolhapur,Uttar Pradesh,671269,India,Home
1950,1443,"94, Nagi",Gaya,Karnataka,964448,India,Home
1951,1444,"686
Chowdhury Circle",Aurangabad,Jharkhand,306409,India,Home
1952,1445,"H.No. 87, Chada Chowk",Ratlam,Tamil Nadu,906278,India,Home
1953,1446,"02/59
Doshi Zila",Shimoga,Madhya Pradesh,721626,India,Home
1954,1447,"03/235
Mishra Circle",Jorhat,Uttar Pradesh,295599,India,Home
1955,1447,"37
Hayre",Unnao,West Bengal,519247,India,Home
1956,1448,"11/173
Shah Marg",Bellary,Tamil Nadu,256761,India,Home
1957,1449,"584, Jha Street",Ludhiana,Uttar Pradesh,805630,India,Home
1958,1449,"24/82, Shukla Circle",Tirunelveli,Uttar Pradesh,078831,India,Home
1959,1450,"73/654, Palla Circle",Udaipur,Andhra Pradesh,201970,India,Office
1960,1451,"874
Sarkar Zila",Unnao,Punjab,365129,India,Home
1961,1451,"H.No. 51
Badami Nagar",Jodhpur,Arunachal Pradesh,948422,India,Home
1962,1452,"300
Sahota Ganj",Bidhannagar,Chhattisgarh,350283,India,Home
1963,1453,"34/243, Narayanan Chowk",Ramgarh,Bihar,928091,India,Home
1964,1453,"63/166
Rajan",Farrukhabad,Andhra Pradesh,304544,India,Home
1965,1454,"H.No. 616, Lalla Marg",Kolkata,Andhra Pradesh,458015,India,Other
1966,1455,"64, Sachar Street",Hazaribagh,Andhra Pradesh,411505,India,Home
1967,1456,"96/996, Hayer Zila",Ozhukarai,Uttarakhand,552322,India,Home
1968,1457,"H.No. 88, Shah Ganj",Avadi,Haryana,404762,India,Home
1969,1458,"39/501
D’Alia Zila",Kozhikode,Uttarakhand,586277,India,Home
1970,1458,"03, Saxena Zila",Katihar,Odisha,304588,India,Home
1971,1459,"97/186, More Zila",Mangalore,Punjab,554592,India,Office
1972,1460,"H.No. 59, Savant Marg",Raiganj,Meghalaya,137983,India,Office
1973,1461,"45/762, Krishna Chowk",Vasai-Virar,Assam,089589,India,Home
1974,1462,"H.No. 152
Dada Street",Panihati,Madhya Pradesh,008347,India,Home
1975,1463,"12/898
Karan",Shimla,Himachal Pradesh,113997,India,Office
1976,1464,"15, Bava Marg",Rajpur Sonarpur,Mizoram,885285,India,Office
1977,1465,"18/43
Sibal",Latur,Arunachal Pradesh,073794,India,Home
1978,1466,"H.No. 57
Mukherjee Road",Bhubaneswar,West Bengal,769262,India,Home
1979,1466,"54/347
Chopra Path",Ludhiana,Uttar Pradesh,359839,India,Home
1980,1466,"90/799
Patla Marg",Hospet,Mizoram,756816,India,Office
1981,1467,"43/40
Kade Chowk",Mango,Rajasthan,776135,India,Home
1982,1467,"07/883, Dugar Marg",Jhansi,Gujarat,403369,India,Office
1983,1468,"850
Kapur Street",Durgapur,Uttarakhand,532735,India,Home
1984,1469,"H.No. 497
Lala Street",Maheshtala,Chhattisgarh,347714,India,Office
1985,1470,"50/93
Murthy Path",Hapur,Tamil Nadu,020061,India,Home
1986,1471,"H.No. 13
More Marg",Karimnagar,Odisha,761218,India,Office
1987,1472,"91/270, Nair Marg",Bahraich,Telangana,122283,India,Home
1988,1473,"H.No. 64, Saini Road",Kulti,Sikkim,455559,India,Home
1989,1474,"H.No. 263
Sangha Path",Panchkula,Meghalaya,894332,India,Home
1990,1475,"39
Bhatia",Bulandshahr,Arunachal Pradesh,823696,India,Other
1991,1475,"90, Gour Street",Ghaziabad,Odisha,550617,India,Home
1992,1476,"70, Oak Zila",Malegaon,Arunachal Pradesh,393449,India,Home
1993,1476,"69, Gade Chowk",Eluru,Goa,833391,India,Home
1994,1477,"69/21, Nazareth Nagar",Nagpur,Meghalaya,226008,India,Home
1995,1478,"837, Mammen Chowk",Malda,Tripura,549857,India,Home
1996,1479,"820
Hari Marg",Kozhikode,Tamil Nadu,126980,India,Office
1997,1480,"H.No. 66
Thakur Path",Durgapur,Telangana,760960,India,Home
1998,1481,"H.No. 72
Oommen Road",Mirzapur,Manipur,787477,India,Home
1999,1481,"H.No. 709
Saha Road",Nangloi Jat,Manipur,061298,India,Home
2000,1481,"842
Vig Marg",Khora ,Chhattisgarh,616417,India,Home
2001,1482,"H.No. 537, Varty Zila",Visakhapatnam,Karnataka,688031,India,Home
2002,1482,"47
Pillai",Asansol,Manipur,124285,India,Home
2003,1483,"H.No. 41, Badami Marg",Gangtok,Punjab,984808,India,Home
2004,1484,"H.No. 170
Ratta Circle",Kota,Kerala,077107,India,Home
2005,1485,"H.No. 433
Pradhan Marg",Kavali,Madhya Pradesh,246105,India,Home
2006,1485,"H.No. 090, Singh Nagar",Aligarh,Meghalaya,020502,India,Other
2007,1486,"49/723
Gill",Jodhpur,Andhra Pradesh,975997,India,Home
2008,1487,"75/396
Seth Path",Rohtak,Uttarakhand,526942,India,Office
2009,1488,"H.No. 16, Chowdhury Road",Rajpur Sonarpur,Manipur,051337,India,Office
2010,1488,"66, Sem",Deoghar,Bihar,085571,India,Home
2011,1489,"H.No. 90
Verma Path",Tadepalligudem,Telangana,881449,India,Home
2012,1490,"03/58, Garg Marg",Ranchi,Sikkim,744509,India,Home
2013,1490,"245
Nadig Ganj",Gandhidham,Telangana,111085,India,Home
2014,1490,"46/68, Nagy",Dehradun,Assam,596183,India,Home
2015,1491,"73/480, Dugal Nagar",Gurgaon,Himachal Pradesh,597205,India,Home
2016,1492,"H.No. 82
Varughese",Motihari,West Bengal,921474,India,Office
2017,1493,"46
Menon Nagar",Ballia,Haryana,178472,India,Office
2018,1494,"H.No. 61, Goswami Chowk",Naihati,Nagaland,452926,India,Home
2019,1495,"98
Sha Circle",Nandyal,Karnataka,458474,India,Home
2020,1496,"401, Deshpande",Vijayanagaram,Andhra Pradesh,962751,India,Home
2021,1497,"H.No. 63, Bala Circle",Jamnagar,Uttarakhand,844793,India,Home
2022,1498,"56/115
Ratti Marg",Mira-Bhayandar,Tamil Nadu,070659,India,Home
2023,1499,"05/31
Banerjee Marg",Bikaner,Manipur,330372,India,Home
2024,1500,"H.No. 862
Misra Road",Nagercoil,Maharashtra,112138,India,Home
2025,1501,"82, Sura Circle",Tenali,Maharashtra,545985,India,Other
